Ano,Dia Juliano,Hora,Temp. Interna (ºC),Pressão Atmosfé-rica    (hPa),Temp. do Ar 2m     (ºC),Umidade Relativa do Ar 2m (%),Temp. Máxima do Ar  2m (ºC),Temp. Mínima do Ar  2m (ºC),Velocidade do Vento 10m      (m/s),Direção do Vento 10m (graus),Velocidade do Vento Máxima (m/s)       ,Direção da Velocidade do  Vento Máxima (graus),Precipitação Pluviométrica (mm),Radiação Solar Total (kJ/m2),Nivel de água    (m),Temp. do  Solo 10cm (ºC),Temp. do Solo 20 cm (ºC),Temp. do Solo 50 cm (ºC),Umidade do Solo (%),Fluxo de calor no Solo (kJ/m2),Bateria (volts),Corrente do Painel Solar  (mA),Código II,,,,,,,,,,,,,
2013,96,600,25.12,1009,26.14,95.2,26.41,26.13,1.484,156.5,2.703,141.4,0,21.234,0,-6999,-6999,-6999,-6999,-6999,-0.006,-78.3,201,,,,,,,,,,,,,
2013,96,700,27.85,1009.5,27.86,85,27.91,26.12,1.402,187.7,3.198,205.9,0,585.73,0,-6999,-6999,-6999,-6999,-6999,-0.003,-25.05,201,,,,,,,,,,,,,
2013,96,800,32.32,1010.2,29.56,80.3,29.66,27.9,2.179,180.3,3.116,168.7,0,1299.5,0,-6999,-6999,-6999,-6999,-6999,-0.003,16.83,201,,,,,,,,,,,,,
2013,96,900,34.67,1010.5,30.45,72.8,30.77,29.34,2.996,138.7,4.714,127.4,0,1751.9,0,-6999,-6999,-6999,-6999,-6999,-0.003,78.5,201,,,,,,,,,,,,,
2013,96,1000,36.32,1010.6,31.93,65.81,32.09,30.4,4.375,123.6,6.501,99.8,0,2949.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,147.8,201,,,,,,,,,,,,,
2013,96,1100,36.35,1010.2,32.47,63.61,32.47,31.59,4.989,113.2,6.438,123.8,0,3502.1,0,-6999,-6999,-6999,-6999,-6999,-0.003,57.76,201,,,,,,,,,,,,,
2013,96,1200,36.41,1009.4,32.2,62.35,32.81,31.69,4.904,111.6,6.741,98.4,0,3387.8,0,-6999,-6999,-6999,-6999,-6999,-0.003,-82.9,201,,,,,,,,,,,,,
2013,96,1300,37.86,1008.3,32.01,62.26,32.82,31.91,5.356,110.2,7.14,125.4,0,3528.2,0,-6999,-6999,-6999,-6999,-6999,-0.003,-76.1,201,,,,,,,,,,,,,
2013,96,1400,39.07,1007.2,32.3,62.62,32.91,31.83,5.201,109.2,7.1,112.7,0,3057,0,-6999,-6999,-6999,-6999,-6999,-0.003,-100.7,201,,,,,,,,,,,,,
2013,96,1500,39.29,1006.9,31.46,67.86,32.47,31.31,5.562,98.9,6.648,92,0,2402,0,-6999,-6999,-6999,-6999,-6999,-0.003,-139.7,201,,,,,,,,,,,,,
2013,96,1600,37.91,1006.7,30.62,70.9,31.84,30.5,5.39,105.4,6.874,116.8,0,1469,0,-6999,-6999,-6999,-6999,-6999,-0.003,-80.5,201,,,,,,,,,,,,,
2013,96,1700,36.29,1007.3,29.9,73,30.71,29.77,5.054,95.6,6.518,93.6,0,724.93,0,-6999,-6999,-6999,-6999,-6999,-0.003,4.759,201,,,,,,,,,,,,,
2013,96,2200,27.7,1010.4,28.85,78.7,28.97,28.68,3.487,68.97,4.671,74.5,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.6,201,,,,,,,,,,,,,
2013,96,2300,27.42,1010.4,28.44,80.4,28.89,28.37,3.163,58.25,5.296,56.47,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-115.4,201,,,,,,,,,,,,,
2013,96,2400,27.17,1010.1,28.33,84.3,28.47,28.18,2.42,45.4,3.807,52.5,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99.1,201,,,,,,,,,,,,,
2013,97,100,26.86,1009.3,27.94,84.1,28.36,27.88,2.518,52.01,3.996,78.6,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99.4,201,,,,,,,,,,,,,
2013,97,200,26.84,1008.4,28.01,84,28.25,27.88,2.216,52.7,3.329,69.66,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98,201,,,,,,,,,,,,,
2013,97,300,26.06,1008.4,26.89,89.5,28.01,26.75,0.986,70.4,2.97,44.07,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.006,-97,201,,,,,,,,,,,,,
2013,97,400,25.08,1008.1,26.6,90.9,26.85,26.29,0.321,157.5,0.818,148.8,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.2,201,,,,,,,,,,,,,
2013,97,500,24.7,1008.5,26.21,93.9,26.52,26.11,0.945,229.7,1.517,230.6,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.006,-101.1,201,,,,,,,,,,,,,
2013,97,600,24.43,1009.1,25.87,96.3,26.18,25.61,0.99,221.2,1.463,214.6,0,24.901,0,-6999,-6999,-6999,-6999,-6999,-0.003,-84.2,201,,,,,,,,,,,,,
2013,97,700,29.11,1009.4,28.57,84.4,28.57,25.9,1.204,205.1,1.931,192.6,0,643.8,0,-6999,-6999,-6999,-6999,-6999,-0.003,-56,201,,,,,,,,,,,,,
2013,97,800,33.78,1009.8,29.75,82,30.09,28.6,1.498,171.7,2.269,154.9,0,1347.5,0,-6999,-6999,-6999,-6999,-6999,-0.003,63.6,201,,,,,,,,,,,,,
2013,97,900,36,1009.9,30.14,72,31.34,29.33,2.239,139.4,3.694,170.1,0,1733,0,-6999,-6999,-6999,-6999,-6999,-0.003,93.9,201,,,,,,,,,,,,,
2013,97,1000,37.22,1010,31.9,63.98,32.31,30.14,3.508,112.6,5.133,124.6,0,2835.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,146,201,,,,,,,,,,,,,
2013,97,1100,36.5,1009.3,31.53,65.78,32.3,31.21,3.98,102.4,5.361,100.7,0,2698.2,0,-6999,-6999,-6999,-6999,-6999,-0.003,110.8,201,,,,,,,,,,,,,
2013,97,1200,36.64,1008.1,32.54,60.38,32.82,31.35,4.066,109.5,5.98,107.8,0,3123.7,0,-6999,-6999,-6999,-6999,-6999,-0.003,-77.4,201,,,,,,,,,,,,,
2013,97,1300,38.67,1007.1,32.31,60.37,32.8,31.84,3.984,99.3,5.959,91.2,0,3413.8,0,-6999,-6999,-6999,-6999,-6999,-0.003,23.54,201,,,,,,,,,,,,,
2013,97,1400,39.95,1006.2,32,61.92,32.78,31.64,3.888,107.8,5.994,95.5,0,2905.7,0,-6999,-6999,-6999,-6999,-6999,-0.003,-112.8,201,,,,,,,,,,,,,
2013,97,1500,40.4,1005.9,31.59,65.84,32.31,30.94,4.342,84.2,5.729,96.5,0,2497.4,0,-6999,-6999,-6999,-6999,-6999,-0.003,-119.8,201,,,,,,,,,,,,,
2013,97,1600,39.79,1005.5,30.88,66.56,32.12,30.63,4.055,87.9,5.418,89.7,0,1529.8,0,-6999,-6999,-6999,-6999,-6999,-0.003,-86.7,201,,,,,,,,,,,,,
2013,97,1700,37.6,1005.6,29.87,73.4,31.15,29.83,3.848,95,4.92,96.3,0,684.37,0,-6999,-6999,-6999,-6999,-6999,-0.003,-79.4,201,,,,,,,,,,,,,
2013,97,1800,31.3,1005.9,28.78,74.3,29.9,28.73,3.592,91.9,5.088,66.82,0,74.673,0,-6999,-6999,-6999,-6999,-6999,-0.003,-123,201,,,,,,,,,,,,,
2013,97,1900,28.46,1006.3,28.42,79.2,28.83,28.4,3.414,92.9,4.353,84.7,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-102,201,,,,,,,,,,,,,
2013,97,2000,27.42,1007.2,28.28,80.1,28.45,28.18,2.825,89.4,3.714,95.5,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-106.7,201,,,,,,,,,,,,,
2013,97,2100,26.89,1007.5,28.32,81.2,28.38,27.98,2.493,71.3,3.529,71.9,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-109.1,201,,,,,,,,,,,,,
2013,97,2200,26.55,1008.5,28.09,82.8,28.37,27.9,1.929,58.22,3.615,74.7,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-113.7,201,,,,,,,,,,,,,
2013,97,2300,26.63,1008.7,28.25,82.9,28.33,28.09,2.365,52.96,3.257,71.9,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-95.7,201,,,,,,,,,,,,,
2013,97,2400,26.74,1008,27.94,84.6,28.43,27.94,2.591,59.05,4.186,72.5,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98,201,,,,,,,,,,,,,
2013,98,100,26.57,1007.6,27.54,87.8,28.28,27.54,1.576,86.2,3.349,81.9,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-103.1,201,,,,,,,,,,,,,
2013,98,200,25.91,1007.1,26.79,89.8,27.77,26.79,0.718,43.11,1.79,45.88,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.1,201,,,,,,,,,,,,,
2013,98,300,25.57,1007.2,27.02,89.9,27.42,26.56,0.96,203.3,2.147,50.36,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-103,201,,,,,,,,,,,,,
2013,98,400,25.72,1007.1,27.03,91.1,27.38,26.89,1.068,268.9,1.849,322.5,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99,201,,,,,,,,,,,,,
2013,98,500,25.64,1007.1,26.52,95.7,27.01,26.49,1.09,235.2,1.818,169.5,0.6,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-100.7,201,,,,,,,,,,,,,
2013,98,600,25.61,1007.7,26.78,96.3,26.78,26.47,1.22,283.5,2.142,313.8,0.4,13.041,0,-6999,-6999,-6999,-6999,-6999,-0.003,-77.2,201,,,,,,,,,,,,,
2013,98,700,26.13,1008.4,27.18,93.7,27.18,26.76,0.993,278.7,2.294,286.6,1.4,210.55,0,-6999,-6999,-6999,-6999,-6999,-0.003,-0.493,201,,,,,,,,,,,,,
2013,98,800,28.55,1009.2,28.03,89,28.14,27.23,1.235,284.5,2.893,18.63,0,539.18,0,-6999,-6999,-6999,-6999,-6999,-0.003,-45.16,201,,,,,,,,,,,,,
2013,98,900,28.83,1009.8,28.7,85.7,28.71,27.79,1.794,37.27,2.818,43.08,0,426.5,0,-6999,-6999,-6999,-6999,-6999,-0.003,56.82,201,,,,,,,,,,,,,
2013,98,1000,31.17,1009.7,29.1,82,30.32,28.73,1.843,34.45,3.001,77.7,0,1225.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,79,201,,,,,,,,,,,,,
2013,98,1100,31.7,1009.1,29.7,79.3,30.35,29.14,2.561,44,4.145,36.17,0,974.5,0,-6999,-6999,-6999,-6999,-6999,-0.003,132.2,201,,,,,,,,,,,,,
2013,98,1200,28.69,1008.5,27.13,90,29.84,26.66,3.084,41.91,5.784,60.06,0.6,416.88,0,-6999,-6999,-6999,-6999,-6999,-0.003,140.9,201,,,,,,,,,,,,,
2013,98,1300,34.96,1007.1,29.81,76.9,30.03,27.24,1.226,326,3.497,344.5,0,2066.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,74,201,,,,,,,,,,,,,
2013,98,1400,35.91,1006,30.3,79.1,30.9,29.57,1.858,86.8,3.176,63.25,0,1786.5,0,-6999,-6999,-6999,-6999,-6999,-0.003,-80.7,201,,,,,,,,,,,,,
2013,98,1500,37.86,1005.2,30.97,71.8,31.75,30.18,2.607,96.7,4.153,115,0,1926.4,0,-6999,-6999,-6999,-6999,-6999,-0.003,-79.9,201,,,,,,,,,,,,,
2013,98,1600,37.12,1004.9,30.65,71.3,31.16,30.38,3.54,90.9,4.552,90.5,0,1206.2,0,-6999,-6999,-6999,-6999,-6999,-0.003,-31.59,201,,,,,,,,,,,,,
2013,98,1700,32.58,1005.1,29.34,77.3,30.73,29.34,3.229,89.1,4.369,94.3,0,304.09,0,-6999,-6999,-6999,-6999,-6999,-0.003,-86.3,201,,,,,,,,,,,,,
2013,98,1800,29.72,1005.6,28.7,80.4,29.46,28.66,3.059,90.6,3.981,95.5,0,72.536,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98.8,201,,,,,,,,,,,,,
2013,98,1900,27.77,1006.2,28.16,83.9,28.67,28.12,1.888,99.8,2.59,126.1,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99,201,,,,,,,,,,,,,
2013,98,2000,26.95,1007,27.63,87.3,28.24,27.63,1.57,86.5,2.34,90.4,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-102.8,201,,,,,,,,,,,,,
2013,98,2100,26.63,1007.6,28.03,85.2,28.16,27.64,1.908,91.9,2.698,88.2,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98.9,201,,,,,,,,,,,,,
2013,98,2200,26.26,1007.8,27.37,89.7,28.13,27.2,1.403,90.8,2.187,95.4,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-111.4,201,,,,,,,,,,,,,
2013,98,2300,25.65,1007.8,26.99,91.5,27.45,26.88,0.663,94.6,1.377,99.3,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.5,201,,,,,,,,,,,,,
2013,98,2400,25.39,1007.4,26.63,92.8,27.45,26.63,1.274,112.9,1.583,101.7,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99.1,201,,,,,,,,,,,,,
2013,99,100,25.15,1006.6,26.69,93.7,26.83,26.41,0.866,118,1.447,105.4,0,0.17744,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99,201,,,,,,,,,,,,,
2013,99,200,25.15,1006.1,24.51,98.2,27.18,24.31,1.119,164.9,6.842,111.1,15.6,0.26615,0,-6999,-6999,-6999,-6999,-6999,-0.006,-98.6,201,,,,,,,,,,,,,
2013,99,300,24.53,1006,25.28,98.6,25.29,24.51,0.736,174.6,1.841,161.4,0.8,0.17744,0,-6999,-6999,-6999,-6999,-6999,-0.003,-103.4,201,,,,,,,,,,,,,
2013,99,400,24.43,1005.6,25.8,96.1,25.8,25.14,0.881,228.2,1.577,52.46,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.006,-99.4,201,,,,,,,,,,,,,
2013,99,500,24.19,1006.1,25.19,98,25.8,25.08,1.218,239.8,1.706,263,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.006,-100.5,201,,,,,,,,,,,,,
2013,99,600,23.98,1006.8,25.22,98,25.23,25.07,0.916,233.4,1.618,240.5,0,17.095,0,-6999,-6999,-6999,-6999,-6999,-0.006,-78.9,201,,,,,,,,,,,,,
2013,99,700,25.44,1007.6,26.99,94,26.99,25.28,0.614,241.7,1.084,202.7,0,292.02,0,-6999,-6999,-6999,-6999,-6999,-0.006,-9.53,201,,,,,,,,,,,,,
2013,99,800,31.69,1008.2,28.94,83.4,29.32,27.01,0.804,215.2,2.267,94.1,0,1158.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,74.8,201,,,,,,,,,,,,,
2013,99,900,34.3,1008.4,31.03,75.1,31.03,28.98,2.281,102.4,4.832,107.2,0.2,1699.7,0,-6999,-6999,-6999,-6999,-6999,-0.003,227.5,201,,,,,,,,,,,,,
2013,99,1000,35.1,1008.2,31.29,74.6,31.35,30.22,4.762,84.3,6.363,35.89,0,2468.9,0,-6999,-6999,-6999,-6999,-6999,-0.006,142,201,,,,,,,,,,,,,
2013,99,1100,35.4,1007.9,31.13,73.5,32.26,30.45,5.096,85.3,6.644,76.8,0,2522.9,0,-6999,-6999,-6999,-6999,-6999,-0.003,119.5,201,,,,,,,,,,,,,
2013,99,1200,35.86,1007,31.56,72.7,32.14,30.79,5.206,88.6,6.453,80.3,0,2413.3,0,-6999,-6999,-6999,-6999,-6999,-0.003,-16.08,201,,,,,,,,,,,,,
2013,99,1300,37.61,1006.2,31.36,68.64,32.45,31.32,5.598,99.5,7.77,94.1,0,2897.1,0,-6999,-6999,-6999,-6999,-6999,-0.003,31.18,201,,,,,,,,,,,,,
2013,99,1400,36.11,1005.6,30.62,70.6,32.22,30.35,5.443,104.1,6.741,92.9,0,2006.4,0,-6999,-6999,-6999,-6999,-6999,-0.006,-46.68,201,,,,,,,,,,,,,
2013,99,1500,35.64,1005,30.73,74.4,31.45,30.48,5.05,96.7,6.679,83,0,1506.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,-94.1,201,,,,,,,,,,,,,
2013,99,1600,35.84,1004.7,30.35,76.3,30.91,30.2,4.702,89.5,6.32,108.5,0,1217.3,0,-6999,-6999,-6999,-6999,-6999,-0.003,-81.7,201,,,,,,,,,,,,,
2013,99,1700,34.31,1004.9,29.53,77.5,30.54,29.53,3.971,85.3,5.571,87.2,0,588.62,0,-6999,-6999,-6999,-6999,-6999,-0.003,-26.59,201,,,,,,,,,,,,,
2013,99,1800,29.93,1005.2,28.76,82.6,29.5,28.76,3.431,91,4.589,102,0,49.033,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.1,201,,,,,,,,,,,,,
2013,99,1900,28.19,1005.9,28.69,82.7,28.8,28.49,2.737,90.2,3.549,89.2,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.7,201,,,,,,,,,,,,,
2013,99,2000,27.67,1006.6,28.65,83.7,28.73,28.52,2.371,93.6,3.018,80.6,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.7,201,,,,,,,,,,,,,
2013,99,2100,27.41,1007.1,28.44,85,28.7,28.44,1.967,94.9,3.018,92,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98.1,201,,,,,,,,,,,,,
2013,99,2200,27.22,1007.4,28.4,84.7,28.69,28.4,2.44,89.8,3.662,78.9,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99,201,,,,,,,,,,,,,
2013,99,2300,27.02,1007.4,28.37,84.7,28.56,28.3,2.545,87.4,3.304,66.05,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-95.9,201,,,,,,,,,,,,,
2013,99,2400,26.64,1007.1,28.02,86.6,28.34,27.94,1.845,99.4,2.675,98.3,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98,201,,,,,,,,,,,,,
2013,100,100,26.3,1006.1,27.77,86.3,28.11,27.74,1.861,103.8,2.633,85.4,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-100,201,,,,,,,,,,,,,
2013,100,200,25.76,1005.4,26.82,89.6,27.86,26.82,1.354,115.9,2.43,101.1,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99.1,201,,,,,,,,,,,,,
2013,100,300,25.56,1005.5,26.53,95,27.49,26.5,0.975,140.9,1.966,88.1,0,0.32529,0,-6999,-6999,-6999,-6999,-6999,-0.003,-99.4,201,,,,,,,,,,,,,
2013,100,400,25.04,1005.6,26.08,97.2,26.58,26.06,0.996,176,1.31,224.1,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98.4,201,,,,,,,,,,,,,
2013,100,500,24.76,1005.8,25.87,97.2,26.15,25.87,1.123,223.6,1.61,243.1,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.006,-97.1,201,,,,,,,,,,,,,
2013,100,600,24.59,1006.7,26.12,97.1,26.12,25.82,1.041,213.9,1.523,202,0,20.85,0,-6999,-6999,-6999,-6999,-6999,-0.006,-68.01,201,,,,,,,,,,,,,
2013,100,700,27.61,1007.1,28.31,88.6,28.31,26.14,1.554,186.6,2.192,201.5,0,544.55,0,-6999,-6999,-6999,-6999,-6999,-0.003,-47.8,201,,,,,,,,,,,,,
2013,100,800,32.7,1007.6,30.22,76.9,30.41,28.37,2.38,151.8,3.549,152.7,0,1453.7,0,-6999,-6999,-6999,-6999,-6999,-0.003,24.95,201,,,,,,,,,,,,,
2013,100,900,35.01,1008.3,30.08,75.8,30.91,29.77,3.453,145.8,5.316,102.7,0,1862.2,0,-6999,-6999,-6999,-6999,-6999,-0.003,196.1,201,,,,,,,,,,,,,
2013,100,1000,34.5,1008.5,30.59,73.6,31.59,29.72,3.666,152.4,6.661,117.7,0.2,1614.3,0,-6999,-6999,-6999,-6999,-6999,-0.003,135.2,201,,,,,,,,,,,,,
2013,100,1100,35.62,1007.6,31.53,64.9,32.52,30.32,5.503,130.5,8.43,150.2,0,2905.5,0,-6999,-6999,-6999,-6999,-6999,-0.003,38.89,201,,,,,,,,,,,,,
2013,100,1200,37.36,1007.1,32.82,61.36,33.15,31.58,6.015,126.5,8.12,129.2,0,3373.9,0,-6999,-6999,-6999,-6999,-6999,-0.003,-74,201,,,,,,,,,,,,,
2013,100,1300,37.46,1006.3,31.82,64.48,33.12,31.82,5.804,130.9,7.62,122,0,2524.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,81.1,201,,,,,,,,,,,,,
2013,100,1400,35.25,1005.7,31.24,66.2,31.87,30.71,5.529,140.5,7.81,130.7,0,1477.3,0,-6999,-6999,-6999,-6999,-6999,-0.003,59,201,,,,,,,,,,,,,
2013,100,1500,32.99,1005.2,30.59,69.78,31.21,30.4,5.412,129.5,7.84,99.3,0,826.52,0,-6999,-6999,-6999,-6999,-6999,-0.003,-35.86,201,,,,,,,,,,,,,
2013,100,1600,32,1005.3,30.35,69.12,30.77,30.29,4.99,121,7.11,107.7,0,654.25,0,-6999,-6999,-6999,-6999,-6999,-0.003,21.67,201,,,,,,,,,,,,,
2013,100,1700,30.5,1005.9,29.61,76.5,30.38,29.61,4.771,105.4,6.634,122.5,0,247.95,0,-6999,-6999,-6999,-6999,-6999,-0.003,-68.87,201,,,,,,,,,,,,,
2013,100,1800,29.17,1006.4,28.98,84.2,29.6,28.98,3.846,90.3,5.19,64.54,0,24.684,0,-6999,-6999,-6999,-6999,-6999,-0.003,-96,201,,,,,,,,,,,,,
2013,100,1900,28.29,1006.7,28.66,85.7,29.03,28.56,3.962,74.8,5.909,81.2,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98,201,,,,,,,,,,,,,
2013,100,2000,27.77,1007.6,28.53,86.2,28.71,28.42,3.629,87.9,5.623,91,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.1,201,,,,,,,,,,,,,
2013,100,2100,27.68,1008.1,28.7,84.9,28.76,28.45,3.12,93.2,4.732,88.7,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.6,201,,,,,,,,,,,,,
2013,100,2200,27.61,1008.3,28.57,86.6,28.76,28.52,3.29,95.7,4.631,91,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.6,201,,,,,,,,,,,,,
2013,100,2300,27.15,1008,28.36,85.9,28.65,28.27,3.007,107,4.844,109.3,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-94.8,201,,,,,,,,,,,,,
2013,100,2400,27.19,1007.2,28.58,82.4,28.77,28.35,3.378,120.7,4.433,106.3,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-98,201,,,,,,,,,,,,,
2013,101,100,27.13,1006.8,28.41,82.8,28.78,28.37,3.633,121.6,5.293,117,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-119.5,201,,,,,,,,,,,,,
2013,101,200,27,1006.1,28.36,80.9,28.55,28.31,3.605,125.1,5.451,99,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-114,201,,,,,,,,,,,,,
2013,101,300,26.88,1006.3,28.4,79.8,28.46,28.16,3.364,131.6,4.572,136.7,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-135.3,201,,,,,,,,,,,,,
2013,101,400,26.66,1006.4,27.96,81.1,28.38,27.92,2.724,131.3,4.075,124.1,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-101.5,201,,,,,,,,,,,,,
2013,101,500,25.37,1006.5,25.95,92.1,27.96,25.95,1.221,192.8,2.352,129.1,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-117,201,,,,,,,,,,,,,
2013,101,600,24.79,1007,26.28,91.6,26.29,25.94,1.748,179.5,2.437,178.5,0,15.319,0,-6999,-6999,-6999,-6999,-6999,-0.003,-82.6,201,,,,,,,,,,,,,
2013,101,700,27.67,1007.6,27.87,86,27.87,26.24,1.826,181.6,2.953,152.2,0,455.56,0,-6999,-6999,-6999,-6999,-6999,-0.003,-90,201,,,,,,,,,,,,,
2013,101,800,31.92,1008.4,29.06,80.9,29.76,27.98,2.77,167.7,4.378,189.2,0,1237.3,0,-6999,-6999,-6999,-6999,-6999,-0.003,71.8,201,,,,,,,,,,,,,
2013,101,900,34.58,1009.1,30.86,72.6,30.86,29.08,3.387,167.8,4.943,191.4,0,1968.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,137.8,201,,,,,,,,,,,,,
2013,101,1000,35.65,1008.8,32.57,58.12,32.57,30.44,5.219,137.7,6.871,134.1,0,2623.2,0,-6999,-6999,-6999,-6999,-6999,-0.003,207.7,201,,,,,,,,,,,,,
2013,101,1100,36.27,1008.5,32.33,61.66,32.99,31.79,6.137,118.5,8.6,103.5,0,3427.9,0,-6999,-6999,-6999,-6999,-6999,-0.003,88.9,201,,,,,,,,,,,,,
2013,101,1200,36.5,1007.9,32.88,57.58,33.31,32.16,6.323,120.1,9.89,115.9,0,3644.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,107.7,201,,,,,,,,,,,,,
2013,101,1300,38.15,1006.6,32.98,59.56,33.52,32.49,6.296,120.9,7.86,115.9,0,3483.6,0,-6999,-6999,-6999,-6999,-6999,-0.003,93.2,201,,,,,,,,,,,,,
2013,101,1400,39.16,1006.2,32.52,57.51,33.45,32.44,6.225,129.4,8.22,124.3,0,3039.4,0,-6999,-6999,-6999,-6999,-6999,-0.003,-79.7,201,,,,,,,,,,,,,
2013,101,1500,39.6,1005.6,32.45,55.83,32.86,31.92,5.806,118.8,7.71,132.7,0,2381.1,0,-6999,-6999,-6999,-6999,-6999,-0.003,124.6,201,,,,,,,,,,,,,
2013,101,1600,39.17,1005.6,31.56,62.1,32.51,31.56,5.334,110,7.45,85.4,0,1571.1,0,-6999,-6999,-6999,-6999,-6999,-0.003,-79.3,201,,,,,,,,,,,,,
2013,101,1700,37.13,1005.9,30.29,68.67,31.57,30.29,4.695,97,6.115,93,0,680.23,0,-6999,-6999,-6999,-6999,-6999,-0.003,4.43,201,,,,,,,,,,,,,
2013,101,1800,31.49,1006.5,29.25,77.7,30.34,29.25,4.15,94.2,5.508,86.1,0,70.509,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97,201,,,,,,,,,,,,,
2013,101,1900,29,1007.4,29.06,80.3,29.22,28.93,3.209,98.2,4.987,89.6,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.5,201,,,,,,,,,,,,,
2013,101,2000,28.37,1008.4,29.12,80.6,29.22,28.97,3.278,95.1,4.521,91.8,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.4,201,,,,,,,,,,,,,
2013,101,2100,27.87,1008.9,28.78,82.1,29.1,28.73,2.719,95.1,3.545,89.8,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-96.8,201,,,,,,,,,,,,,
2013,101,2200,27.56,1009.2,28.7,82.5,28.91,28.68,2.82,90.8,4.772,77.9,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-96.5,201,,,,,,,,,,,,,
2013,101,2300,27.07,1009.2,28.34,83,28.73,28.34,2.016,98.9,3.321,89.1,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.7,201,,,,,,,,,,,,,
2013,101,2400,27.02,1008.6,28.54,82.7,28.61,28.18,1.879,106.3,2.702,110.5,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-97.6,201,,,,,,,,,,,,,
2013,102,100,26.99,1007.7,28.45,83.7,28.58,28.37,1.986,111.2,3.005,81.5,0,0,0,-6999,-6999,-6999,-6999,-6999,-0.003,-100.1,201,,,,,,,,,,,,,
